"plot","year","from","to","from.daynr","to.daynr","biomass","potID","E","N","location.type","mean.daynr"
"XAN1",2005,"15-09","21-09",258,264,41.4,318,6.443367,51.66906,"2",261
"XAN1",2005,"22-09","29-09",265,272,36.9,319,6.443367,51.66906,"2",268.5
"XAN1",2005,"30-09","08-10",273,281,24.5,320,6.443367,51.66906,"2",277
"XAN2",2005,"15-04","29-04",105,119,19.1,321,6.438562,51.666466,"2",112
"XAN2",2005,"30-04","14-05",120,134,21,322,6.438562,51.666466,"2",127
"XAN2",2005,"15-05","28-05",135,148,19.7,323,6.438562,51.666466,"2",141.5
"XAN2",2005,"29-05","10-06",149,161,42.5,324,6.438562,51.666466,"2",155
"XAN2",2005,"11-06","26-06",162,177,53.1,325,6.438562,51.666466,"2",169.5
"XAN2",2005,"27-06","07-07",178,188,49,326,6.438562,51.666466,"2",183
"XAN2",2005,"08-07","22-07",189,203,50.3,327,6.438562,51.666466,"2",196
"XAN2",2005,"23-07","06-08",204,218,49.6,328,6.438562,51.666466,"2",211
"XAN2",2005,"07-08","21-08",219,233,59.6,329,6.438562,51.666466,"2",226
"XAN2",2005,"22-08","01-09",234,244,41,330,6.438562,51.666466,"2",239
"XAN2",2005,"02-09","14-09",245,257,40.3,331,6.438562,51.666466,"2",251
"XAN2",2005,"15-09","21-09",258,264,30.5,332,6.438562,51.666466,"2",261
"XAN2",2005,"22-09","29-09",265,272,19.4,333,6.438562,51.666466,"2",268.5
"LIN1",2006,"10-04","25-04",100,115,28.4,334,7.34949,51.010856,"2",107.5
"LIN1",2006,"26-04","14-05",116,134,40.5,335,7.34949,51.010856,"2",125
"LIN1",2006,"15-05","26-05",135,146,51.2,336,7.34949,51.010856,"2",140.5
"LIN1",2006,"27-05","11-06",147,162,58.9,337,7.34949,51.010856,"2",154.5
"LIN1",2006,"12-06","24-06",163,175,79.2,338,7.34949,51.010856,"2",169
"LIN1",2006,"25-06","10-07",176,191,112,339,7.34949,51.010856,"2",183.5
"LIN1",2006,"11-07","19-07",192,200,94.5,340,7.34949,51.010856,"2",196
"LIN1",2006,"20-07","04-08",201,216,88.2,341,7.34949,51.010856,"2",208.5
"LIN1",2006,"05-08","20-08",217,232,64.6,342,7.34949,51.010856,"2",224.5
"LIN1",2006,"21-08","01-09",233,244,47.5,343,7.34949,51.010856,"2",238.5
"LIN1",2006,"02-09","15-09",245,258,42.1,344,7.34949,51.010856,"2",251.5
"LIN1",2006,"16-09","30-09",259,273,48.4,345,7.34949,51.010856,"2",266
"LIN1",2006,"01-10","14-10",274,287,36.8,346,7.34949,51.010856,"2",280.5
"LIN2",2006,"10-04","25-04",100,115,30.9,347,7.351866,51.025598,"2",107.5
"LIN2",2006,"26-04","14-05",116,134,32,348,7.351866,51.025598,"2",125
"LIN2",2006,"15-05","26-05",135,146,44.6,349,7.351866,51.025598,"2",140.5
"LIN2",2006,"27-05","11-06",147,162,55.3,350,7.351866,51.025598,"2",154.5
"LIN2",2006,"12-06","24-06",163,175,60.1,351,7.351866,51.025598,"2",169
"LIN2",2006,"25-06","10-07",176,191,89.4,352,7.351866,51.025598,"2",183.5
"LIN2",2006,"11-07","19-07",192,200,97.1,353,7.351866,51.025598,"2",196
"LIN2",2006,"20-07","04-08",201,216,95.7,354,7.351866,51.025598,"2",208.5
"LIN2",2006,"05-08","20-08",217,232,57.8,355,7.351866,51.025598,"2",224.5
"LIN2",2006,"21-08","01-09",233,244,50.3,356,7.351866,51.025598,"2",238.5
"LIN2",2006,"02-09","15-09",245,258,47.5,357,7.351866,51.025598,"2",251.5
"LIN2",2006,"16-09","30-09",259,273,31.2,358,7.351866,51.025598,"2",266
"LIN2",2006,"01-10","14-10",274,287,42.1,359,7.351866,51.025598,"2",280.5
"LEU1",2007,"09-03","23-03",68,82,21.1,360,6.478536,51.543389,"1",75
"LEU1",2007,"24-03","14-04",83,104,18.2,361,6.478536,51.543389,"1",93.5
"LEU1",2007,"15-04","04-05",105,124,24.9,362,6.478536,51.543389,"1",114.5
"LEU1",2007,"05-05","26-05",125,146,60.3,363,6.478536,51.543389,"1",135.5
"LEU1",2007,"27-05","22-06",147,173,28.1,364,6.478536,51.543389,"1",160
"LEU1",2007,"23-06","15-07",174,196,16.9,365,6.478536,51.543389,"1",185
"LEU1",2007,"16-07","04-08",197,216,39.5,366,6.478536,51.543389,"1",206.5
"LEU1",2007,"05-08","18-08",217,230,32,367,6.478536,51.543389,"1",223.5
"LEU1",2007,"19-08","16-09",231,259,106.8,368,6.478536,51.543389,"1",245
"LEU2",2007,"09-03","23-03",68,82,22.6,369,6.473072,51.548781,"1",75
"LEU2",2007,"24-03","14-04",83,104,21.7,370,6.473072,51.548781,"1",93.5
"LEU2",2007,"15-04","04-05",105,124,23.8,371,6.473072,51.548781,"1",114.5
"LEU2",2007,"05-05","26-05",125,146,58.7,372,6.473072,51.548781,"1",135.5
"LEU2",2007,"27-05","04-08",147,216,NA,373,6.473072,51.548781,"1",181.5
"LEU2",2007,"05-08","18-08",217,230,33.6,374,6.473072,51.548781,"1",223.5
"LEU2",2007,"19-08","16-09",231,259,45.7,375,6.473072,51.548781,"1",245
"BRA1",2008,"21-04","02-05",111,122,28.7,376,6.143498,51.257831,"1",116.5
"BRA1",2008,"03-05","09-05",123,129,13.6,377,6.143498,51.257831,"1",126
"BRA1",2008,"10-05","16-05",130,136,19.7,378,6.143498,51.257831,"1",133
"BRA1",2008,"17-05","31-05",137,151,28.9,379,6.143498,51.257831,"1",144
"BRA1",2008,"01-06","14-06",152,165,34.2,380,6.143498,51.257831,"1",158.5
"BRA1",2008,"15-06","25-06",166,176,32.1,381,6.143498,51.257831,"1",171
"BRA1",2008,"26-06","06-07",177,187,44.5,382,6.143498,51.257831,"1",182
"BRA1",2008,"07-07","18-07",188,199,36.8,383,6.143498,51.257831,"1",193.5
"BRA1",2008,"19-07","03-08",200,215,32.9,384,6.143498,51.257831,"1",207.5
"BRA1",2008,"04-08","15-08",216,227,16.4,385,6.143498,51.257831,"1",221.5
"BRA1",2008,"16-08","31-08",228,243,15.4,386,6.143498,51.257831,"1",235.5
"BRA1",2008,"01-09","29-09",244,272,18.1,387,6.143498,51.257831,"1",258
"BRA2",2008,"21-04","02-05",111,122,29.1,388,6.143498,51.262715,"1",116.5
"BRA2",2008,"03-05","09-05",123,129,13.1,389,6.143498,51.262715,"1",126
"BRA2",2008,"10-05","16-05",130,136,13.6,390,6.143498,51.262715,"1",133
"BRA2",2008,"17-05","31-05",137,151,21.9,391,6.143498,51.262715,"1",144
"BRA2",2008,"01-06","14-06",152,165,33.3,392,6.143498,51.262715,"1",158.5
"BRA2",2008,"15-06","25-06",166,176,33.4,393,6.143498,51.262715,"1",171
"BRA2",2008,"26-06","06-07",177,187,23.1,394,6.143498,51.262715,"1",182
"BRA2",2008,"07-07","18-07",188,199,46.2,395,6.143498,51.262715,"1",193.5
"BRA2",2008,"19-07","03-08",200,215,33.5,396,6.143498,51.262715,"1",207.5
"BRA2",2008,"04-08","15-08",216,227,15.7,397,6.143498,51.262715,"1",221.5
"BRA2",2008,"16-08","31-08",228,243,11.4,398,6.143498,51.262715,"1",235.5
"BRA2",2008,"01-09","29-09",244,272,11.3,399,6.143498,51.262715,"1",258
"BRA3",2009,"02-04","17-04",92,107,17.3,400,6.140367,51.253778,"1",99.5
"BRA3",2009,"18-04","17-05",108,137,35,401,6.140367,51.253778,"1",122.5
"BRA3",2009,"18-05","31-05",138,151,40.1,402,6.140367,51.253778,"1",144.5
"BRA3",2009,"01-06","18-06",152,169,29.4,403,6.140367,51.253778,"1",160.5
"BRA3",2009,"19-06","05-07",170,186,31,404,6.140367,51.253778,"1",178
"BRA3",2009,"06-07","15-07",187,196,20.2,405,6.140367,51.253778,"1",191.5
"BRA3",2009,"16-07","28-07",197,209,17,406,6.140367,51.253778,"1",203
"BRA4",2009,"02-04","17-04",92,107,24.1,407,6.131588,51.245263,"1",99.5
"BRA4",2009,"18-04","17-05",108,137,32.6,408,6.131588,51.245263,"1",122.5
"BRA4",2009,"18-05","05-07",138,186,NA,409,6.131588,51.245263,"1",162
"BRA4",2009,"06-07","15-07",187,196,23.4,410,6.131588,51.245263,"1",191.5
"BRA4",2009,"16-07","28-07",197,209,24.2,411,6.131588,51.245263,"1",203
"WAN1",2009,"16-06","19-07",167,200,24,412,7.125584,50.899892,"1",183.5
"WAN1",2009,"20-07","09-08",201,221,22,413,7.125584,50.899892,"1",211
"WAN1",2009,"10-08","27-08",222,239,31.7,414,7.125584,50.899892,"1",230.5
"WAN1",2009,"28-08","07-09",240,250,22.5,415,7.125584,50.899892,"1",245
"WAN1",2009,"08-09","24-09",251,267,23.5,416,7.125584,50.899892,"1",259
"WAN1",2009,"25-09","16-10",268,289,24.1,417,7.125584,50.899892,"1",278.5
"WAN2",2009,"16-06","19-07",167,200,71,418,7.149393,50.884201,"2",183.5
"WAN2",2009,"20-07","09-08",201,221,50.9,419,7.149393,50.884201,"2",211
"WAN2",2009,"10-08","27-08",222,239,57.2,420,7.149393,50.884201,"2",230.5
"WAN2",2009,"28-08","07-09",240,250,38.6,421,7.149393,50.884201,"2",245
"WAN2",2009,"08-09","24-09",251,267,31.1,422,7.149393,50.884201,"2",259
"WAN2",2009,"25-09","16-10",268,289,30.4,423,7.149393,50.884201,"2",278.5
"WAN3",2010,"14-06","27-06",165,178,19.7,424,7.178522,50.85558,"1",171.5
"WAN3",2010,"28-06","06-07",179,187,28.3,425,7.178522,50.85558,"1",183
"WAN3",2010,"07-07","20-07",188,201,23.4,426,7.178522,50.85558,"1",194.5
"WAN3",2010,"21-07","08-08",202,220,18.1,427,7.178522,50.85558,"1",211
"WAN3",2010,"09-08","21-08",221,233,13.1,428,7.178522,50.85558,"1",227
"WAN3",2010,"22-08","06-09",234,249,10.2,429,7.178522,50.85558,"1",241.5
"WAN4",2010,"14-06","27-06",165,178,15.1,430,7.175735,50.857721,"1",171.5
"WAN4",2010,"28-06","06-07",179,187,19.8,431,7.175735,50.857721,"1",183
"WAN4",2010,"07-07","20-07",188,201,19.9,432,7.175735,50.857721,"1",194.5
"WAN4",2010,"21-07","08-08",202,220,22.5,433,7.175735,50.857721,"1",211
"WAN4",2010,"09-08","21-08",221,233,21.6,434,7.175735,50.857721,"1",227
"WAN4",2010,"22-08","06-09",234,249,8.1,435,7.175735,50.857721,"1",241.5
"RAH1",2012,"14-04","20-04",104,110,2.5,436,6.467202,51.400561,"2",107
"RAH1",2012,"21-04","05-05",111,125,16.4,437,6.467202,51.400561,"2",118
"RAH1",2012,"06-05","18-05",126,138,18.2,438,6.467202,51.400561,"2",132
"RAH1",2012,"19-05","01-06",139,152,48.7,439,6.467202,51.400561,"2",145.5
"RAH1",2012,"02-06","15-06",153,166,25.3,440,6.467202,51.400561,"2",159.5
"RAH1",2012,"16-06","29-06",167,180,58.5,441,6.467202,51.400561,"2",173.5
"RAH1",2012,"30-06","13-07",181,194,44.5,442,6.467202,51.400561,"2",187.5
"RAH1",2012,"14-07","27-07",195,208,55.1,443,6.467202,51.400561,"2",201.5
"RAH1",2012,"28-07","10-08",209,222,51.4,444,6.467202,51.400561,"2",215.5
"RAH1",2012,"11-08","24-08",223,236,48.6,445,6.467202,51.400561,"2",229.5
"RAH1",2012,"25-08","07-09",237,250,17.8,446,6.467202,51.400561,"2",243.5
"RAH1",2012,"08-09","22-09",251,265,12.2,447,6.467202,51.400561,"2",258
"RAH2",2012,"21-04","05-05",111,125,23.5,448,6.480208,51.403085,"2",118
"RAH2",2012,"06-05","18-05",126,138,17.1,449,6.480208,51.403085,"2",132
"RAH2",2012,"19-05","01-06",139,152,43.9,450,6.480208,51.403085,"2",145.5
"RAH2",2012,"02-06","15-06",153,166,24.9,451,6.480208,51.403085,"2",159.5
"RAH2",2012,"16-06","29-06",167,180,41.8,452,6.480208,51.403085,"2",173.5
"RAH2",2012,"30-06","13-07",181,194,34.6,453,6.480208,51.403085,"2",187.5
"RAH2",2012,"14-07","27-07",195,208,30.4,454,6.480208,51.403085,"2",201.5
"RAH2",2012,"28-07","10-08",209,222,32,455,6.480208,51.403085,"2",215.5
"RAH2",2012,"11-08","24-08",223,236,32.7,456,6.480208,51.403085,"2",229.5
"RAH2",2012,"25-08","07-09",237,250,20.9,457,6.480208,51.403085,"2",243.5
"RAH2",2012,"08-09","22-09",251,265,12.6,458,6.480208,51.403085,"2",258
"URD1",2013,"10-04","04-05",100,124,13.2,459,6.865028,51.137556,"2",112
"URD1",2013,"05-05","12-05",125,132,17.1,460,6.865028,51.137556,"2",128.5
"URD1",2013,"13-05","21-05",133,141,19.9,461,6.865028,51.137556,"2",137
"URD1",2013,"22-05","29-05",142,149,16.7,462,6.865028,51.137556,"2",145.5
"URD1",2013,"30-05","08-06",150,159,16,463,6.865028,51.137556,"2",154.5
"URD1",2013,"09-06","15-06",160,166,5.6,464,6.865028,51.137556,"2",163
"URD1",2013,"16-06","01-07",167,182,25.7,465,6.865028,51.137556,"2",174.5
"URD1",2013,"02-07","19-07",183,200,51.4,466,6.865028,51.137556,"2",191.5
"URD1",2013,"20-07","26-07",201,207,14.3,467,6.865028,51.137556,"2",204
"URD1",2013,"27-07","02-08",208,214,18.8,468,6.865028,51.137556,"2",211
"URD1",2013,"03-08","10-08",215,222,18.9,469,6.865028,51.137556,"2",218.5
"URD1",2013,"11-08","17-08",223,229,29.2,470,6.865028,51.137556,"2",226
"URD1",2013,"18-08","24-08",230,236,9.8,471,6.865028,51.137556,"2",233
"URD1",2013,"25-08","31-08",237,243,9.7,472,6.865028,51.137556,"2",240
"URD1",2013,"01-09","05-09",244,248,8.4,473,6.865028,51.137556,"2",246
"URD1",2013,"06-09","14-09",249,257,4.9,474,6.865028,51.137556,"2",253
"URD1",2013,"15-09","28-09",258,271,1.7,475,6.865028,51.137556,"2",264.5
"URD1",2013,"29-09","13-10",272,286,1.3,476,6.865028,51.137556,"2",279
"URD2",2013,"10-04","04-05",100,124,17.1,477,6.879969,51.139682,"2",112
"URD2",2013,"05-05","12-05",125,132,17.4,478,6.879969,51.139682,"2",128.5
"URD2",2013,"13-05","21-05",133,141,14.1,479,6.879969,51.139682,"2",137
"URD2",2013,"22-05","29-05",142,149,18.8,480,6.879969,51.139682,"2",145.5
"URD2",2013,"30-05","08-06",150,159,19.2,481,6.879969,51.139682,"2",154.5
"URD2",2013,"09-06","15-06",160,166,5.7,482,6.879969,51.139682,"2",163
"URD2",2013,"16-06","01-07",167,182,20.7,483,6.879969,51.139682,"2",174.5
"URD2",2013,"02-07","19-07",183,200,47.3,484,6.879969,51.139682,"2",191.5
"URD2",2013,"20-07","26-07",201,207,22.5,485,6.879969,51.139682,"2",204
"URD2",2013,"27-07","02-08",208,214,37.5,486,6.879969,51.139682,"2",211
"URD2",2013,"03-08","10-08",215,222,27.4,487,6.879969,51.139682,"2",218.5
"URD2",2013,"11-08","17-08",223,229,20.7,488,6.879969,51.139682,"2",226
"URD2",2013,"18-08","24-08",230,236,9.3,489,6.879969,51.139682,"2",233
"URD2",2013,"25-08","31-08",237,243,11.2,490,6.879969,51.139682,"2",240
"URD2",2013,"01-09","05-09",244,248,9.1,491,6.879969,51.139682,"2",246
"URD2",2013,"06-09","14-09",249,257,5.9,492,6.879969,51.139682,"2",253
"URD2",2013,"15-09","28-09",258,271,2.1,493,6.879969,51.139682,"2",264.5
"URD2",2013,"29-09","13-10",272,286,1.5,494,6.879969,51.139682,"2",279
"ORS1",2014,"11-04","25-04",101,115,11.5,495,6.596584,51.567346,"2",108
"ORS1",2014,"26-04","14-05",116,134,19,496,6.596584,51.567346,"2",125
"ORS1",2014,"15-05","30-05",135,150,18.9,497,6.596584,51.567346,"2",142.5
"ORS1",2014,"31-05","09-06",151,160,20.9,498,6.596584,51.567346,"2",155.5
"ORS1",2014,"10-06","28-06",161,179,40,499,6.596584,51.567346,"2",170
"ORS1",2014,"29-06","08-07",180,189,20.8,500,6.596584,51.567346,"2",184.5
"ORS1",2014,"09-07","23-07",190,204,37.8,501,6.596584,51.567346,"2",197
"ORS1",2014,"24-07","08-08",205,220,26.2,502,6.596584,51.567346,"2",212.5
"ORS1",2014,"09-08","28-08",221,240,11.8,503,6.596584,51.567346,"2",230.5
"ORS1",2014,"29-08","26-09",241,269,11.9,504,6.596584,51.567346,"2",255
"ORS1",2014,"27-09","16-10",270,289,5.7,505,6.596584,51.567346,"2",279.5
"ORS1",2014,"17-10","01-11",290,305,2.2,506,6.596584,51.567346,"2",297.5
"BIS3",2013,"13-04","05-05",103,125,13.9,507,6.485721,51.651861,"2",114
"BIS3",2013,"06-05","01-06",126,152,32.1,508,6.485721,51.651861,"2",139
"BIS3",2013,"02-06","17-06",153,168,41,509,6.485721,51.651861,"2",160.5
"BIS3",2013,"18-06","06-07",169,187,32.9,510,6.485721,51.651861,"2",178
"BIS3",2013,"07-07","20-07",188,201,24.7,511,6.485721,51.651861,"2",194.5
"BIS3",2013,"21-07","02-08",202,214,34.6,512,6.485721,51.651861,"2",208
"BIS3",2013,"03-08","22-08",215,234,43.3,513,6.485721,51.651861,"2",224.5
"BIS3",2013,"23-08","15-09",235,258,25.4,514,6.485721,51.651861,"2",246.5
"BIS5",2013,"13-04","05-05",103,125,14.1,515,6.487056,51.644787,"2",114
"BIS5",2013,"06-05","01-06",126,152,35.3,516,6.487056,51.644787,"2",139
"BIS5",2013,"02-06","17-06",153,168,70.4,517,6.487056,51.644787,"2",160.5
"BIS5",2013,"18-06","06-07",169,187,44,518,6.487056,51.644787,"2",178
"BIS5",2013,"07-07","20-07",188,201,47.2,519,6.487056,51.644787,"2",194.5
"BIS5",2013,"21-07","02-08",202,214,81.5,520,6.487056,51.644787,"2",208
"BIS5",2013,"03-08","22-08",215,234,95.8,521,6.487056,51.644787,"2",224.5
"BIS5",2013,"23-08","15-09",235,258,37.5,522,6.487056,51.644787,"2",246.5
"BIS6",2013,"13-04","05-05",103,125,11.2,523,6.494824,51.635392,"2",114
"BIS6",2013,"06-05","01-06",126,152,33.7,524,6.494824,51.635392,"2",139
"BIS6",2013,"02-06","17-06",153,168,24.5,525,6.494824,51.635392,"2",160.5
"BIS6",2013,"18-06","06-07",169,187,14.9,526,6.494824,51.635392,"2",178
"BIS6",2013,"07-07","20-07",188,201,16.2,527,6.494824,51.635392,"2",194.5
"BIS6",2013,"21-07","02-08",202,214,21.8,528,6.494824,51.635392,"2",208
"BIS6",2013,"03-08","22-08",215,234,23.3,529,6.494824,51.635392,"2",224.5
"BIS6",2013,"23-08","15-09",235,258,40.8,530,6.494824,51.635392,"2",246.5
"BIS7",2013,"13-04","05-05",103,125,15.4,531,6.4987,51.639697,"2",114
"BIS7",2013,"06-05","01-06",126,152,50.1,532,6.4987,51.639697,"2",139
"BIS7",2013,"02-06","17-06",153,168,49.6,533,6.4987,51.639697,"2",160.5
"BIS7",2013,"18-06","06-07",169,187,45.2,534,6.4987,51.639697,"2",178
"BIS7",2013,"07-07","20-07",188,201,46.9,535,6.4987,51.639697,"2",194.5
"BIS7",2013,"21-07","02-08",202,214,39,536,6.4987,51.639697,"2",208
"BIS7",2013,"03-08","22-08",215,234,30.1,537,6.4987,51.639697,"2",224.5
"BIS7",2013,"23-08","15-09",235,258,30.6,538,6.4987,51.639697,"2",246.5
"BIS3",2014,"22-03","12-04",81,102,10.6,539,6.485721,51.651861,"2",91.5
"BIS3",2014,"13-04","25-04",103,115,28.4,540,6.485721,51.651861,"2",109
"BIS3",2014,"26-04","13-05",116,133,32.9,541,6.485721,51.651861,"2",124.5
"BIS3",2014,"14-05","30-05",134,150,46.2,542,6.485721,51.651861,"2",142
"BIS3",2014,"31-05","09-06",151,160,36.8,543,6.485721,51.651861,"2",155.5
"BIS3",2014,"10-06","28-06",161,179,59.3,544,6.485721,51.651861,"2",170
"BIS3",2014,"29-06","08-07",180,189,20.8,545,6.485721,51.651861,"2",184.5
"BIS3",2014,"09-07","22-07",190,203,30,546,6.485721,51.651861,"2",196.5
"BIS3",2014,"23-07","11-08",204,223,25.4,547,6.485721,51.651861,"2",213.5
"BIS3",2014,"12-08","28-08",224,240,9.8,548,6.485721,51.651861,"2",232
"BIS3",2014,"29-08","26-09",241,269,18.4,549,6.485721,51.651861,"2",255
"BIS3",2014,"27-09","17-10",270,290,7,550,6.485721,51.651861,"2",280
"BIS8",2014,"22-03","12-04",81,102,11.2,551,6.507335,51.659626,"2",91.5
"BIS8",2014,"13-04","25-04",103,115,14.2,552,6.507335,51.659626,"2",109
"BIS8",2014,"26-04","13-05",116,133,13.5,553,6.507335,51.659626,"2",124.5
"BIS8",2014,"14-05","30-05",134,150,21.4,554,6.507335,51.659626,"2",142
"BIS8",2014,"31-05","09-06",151,160,22.6,555,6.507335,51.659626,"2",155.5
"BIS8",2014,"10-06","28-06",161,179,53,556,6.507335,51.659626,"2",170
"BIS8",2014,"29-06","08-07",180,189,35.6,557,6.507335,51.659626,"2",184.5
"BIS8",2014,"09-07","22-07",190,203,81.2,558,6.507335,51.659626,"2",196.5
"BIS8",2014,"23-07","11-08",204,223,67.7,559,6.507335,51.659626,"2",213.5
"BIS8",2014,"12-08","28-08",224,240,26.2,560,6.507335,51.659626,"2",232
"BIS8",2014,"29-08","26-09",241,269,32.8,561,6.507335,51.659626,"2",255
"BIS8",2014,"27-09","17-10",270,290,24.5,562,6.507335,51.659626,"2",280
"BIS9",2014,"22-03","12-04",81,102,3.6,563,6.483046,51.643688,"2",91.5
"BIS9",2014,"13-04","25-04",103,115,18.4,564,6.483046,51.643688,"2",109
"BIS9",2014,"26-04","13-05",116,133,7.9,565,6.483046,51.643688,"2",124.5
"BIS9",2014,"14-05","30-05",134,150,46.6,566,6.483046,51.643688,"2",142
"BIS9",2014,"31-05","09-06",151,160,19.9,567,6.483046,51.643688,"2",155.5
"BIS9",2014,"10-06","28-06",161,179,39.6,568,6.483046,51.643688,"2",170
"BIS9",2014,"29-06","08-07",180,189,24.9,569,6.483046,51.643688,"2",184.5
"BIS9",2014,"09-07","22-07",190,203,28.4,570,6.483046,51.643688,"2",196.5
"BIS9",2014,"23-07","11-08",204,223,29.4,571,6.483046,51.643688,"2",213.5
"BIS9",2014,"12-08","28-08",224,240,7.4,572,6.483046,51.643688,"2",232
"BIS9",2014,"29-08","26-09",241,269,20.2,573,6.483046,51.643688,"2",255
"BIS9",2014,"27-09","17-10",270,290,5.8,574,6.483046,51.643688,"2",280
"BIS10",2014,"13-04","25-04",103,115,50,575,6.482997,51.642649,"2",109
"BIS10",2014,"26-04","13-05",116,133,22.2,576,6.482997,51.642649,"2",124.5
"BIS10",2014,"14-05","30-05",134,150,19.3,577,6.482997,51.642649,"2",142
"BIS10",2014,"31-05","09-06",151,160,40.5,578,6.482997,51.642649,"2",155.5
"BIS10",2014,"10-06","28-06",161,179,54,579,6.482997,51.642649,"2",170
"BIS10",2014,"29-06","08-07",180,189,18.5,580,6.482997,51.642649,"2",184.5
"BIS10",2014,"09-07","22-07",190,203,22.8,581,6.482997,51.642649,"2",196.5
"BIS10",2014,"23-07","11-08",204,223,32.1,582,6.482997,51.642649,"2",213.5
"BIS10",2014,"12-08","28-08",224,240,6.3,583,6.482997,51.642649,"2",232
"BIS10",2014,"29-08","26-09",241,269,8,584,6.482997,51.642649,"2",255
"PLI1",2005,"13-03","19-03",72,78,6,585,6.69861,51.650948,"1",75
"PLI1",2005,"20-03","27-03",79,86,7.8,586,6.69861,51.650948,"1",82.5
"PLI1",2005,"28-03","02-04",87,92,6.3,587,6.69861,51.650948,"1",89.5
"PLI1",2005,"03-04","09-04",93,99,8.9,588,6.69861,51.650948,"1",96
"PLI1",2005,"10-04","16-04",100,106,10.4,589,6.69861,51.650948,"1",103
"PLI1",2005,"17-04","23-04",107,113,17.4,590,6.69861,51.650948,"1",110
"PLI1",2005,"24-04","30-04",114,120,18.6,591,6.69861,51.650948,"1",117
"PLI1",2005,"01-05","07-05",121,127,26.2,592,6.69861,51.650948,"1",124
"PLI1",2005,"08-05","14-05",128,134,28.3,593,6.69861,51.650948,"1",131
"PLI1",2005,"15-05","21-05",135,141,34.1,594,6.69861,51.650948,"1",138
"PLI1",2005,"22-05","28-05",142,148,36,595,6.69861,51.650948,"1",145
"PLI1",2005,"29-05","04-06",149,155,31.7,596,6.69861,51.650948,"1",152
"PLI1",2005,"05-06","11-06",156,162,19.5,597,6.69861,51.650948,"1",159
"PLI1",2005,"12-06","25-06",163,176,28.7,598,6.69861,51.650948,"1",169.5
"PLI1",2005,"26-06","02-07",177,183,30.4,599,6.69861,51.650948,"1",180
"PLI1",2005,"03-07","09-07",184,190,21.1,600,6.69861,51.650948,"1",187
"PLI1",2005,"10-07","16-07",191,197,30.9,601,6.69861,51.650948,"1",194
"PLI1",2005,"17-07","03-08",198,215,44.8,602,6.69861,51.650948,"1",206.5
"PLI1",2005,"04-08","20-08",216,232,61.4,603,6.69861,51.650948,"1",224
"PLI1",2005,"21-08","06-09",233,249,53.7,604,6.69861,51.650948,"1",241
"PLI1",2005,"07-09","24-09",250,267,38.7,605,6.69861,51.650948,"1",258.5
"PLI1",2005,"25-09","08-10",268,281,26.3,606,6.69861,51.650948,"1",274.5
"PLI1",2005,"09-10","23-10",282,296,19.9,607,6.69861,51.650948,"1",289
"PLI2",2005,"13-03","19-03",72,78,3.8,608,6.70088,51.650631,"1",75
"PLI2",2005,"20-03","27-03",79,86,4.3,609,6.70088,51.650631,"1",82.5
"PLI2",2005,"28-03","02-04",87,92,4.6,610,6.70088,51.650631,"1",89.5
"PLI2",2005,"03-04","09-04",93,99,4.7,611,6.70088,51.650631,"1",96
"PLI2",2005,"10-04","16-04",100,106,5.3,612,6.70088,51.650631,"1",103
"PLI2",2005,"17-04","23-04",107,113,11.2,613,6.70088,51.650631,"1",110
"PLI2",2005,"24-04","30-04",114,120,15.3,614,6.70088,51.650631,"1",117
"PLI2",2005,"01-05","07-05",121,127,20.4,615,6.70088,51.650631,"1",124
"PLI2",2005,"08-05","14-05",128,134,21.3,616,6.70088,51.650631,"1",131
"PLI2",2005,"15-05","21-05",135,141,27.1,617,6.70088,51.650631,"1",138
"PLI2",2005,"22-05","28-05",142,148,30.9,618,6.70088,51.650631,"1",145
"PLI2",2005,"29-05","04-06",149,155,22.5,619,6.70088,51.650631,"1",152
"PLI2",2005,"05-06","11-06",156,162,13.7,620,6.70088,51.650631,"1",159
"PLI2",2005,"12-06","25-06",163,176,24.1,621,6.70088,51.650631,"1",169.5
"PLI2",2005,"26-06","02-07",177,183,27.2,622,6.70088,51.650631,"1",180
"PLI2",2005,"03-07","09-07",184,190,26.2,623,6.70088,51.650631,"1",187
"PLI2",2005,"10-07","16-07",191,197,23.7,624,6.70088,51.650631,"1",194
"PLI2",2005,"17-07","03-08",198,215,28.9,625,6.70088,51.650631,"1",206.5
"PLI2",2005,"04-08","20-08",216,232,43.7,626,6.70088,51.650631,"1",224
"PLI2",2005,"21-08","06-09",233,249,32.1,627,6.70088,51.650631,"1",241
"PLI2",2005,"07-09","24-09",250,267,41,628,6.70088,51.650631,"1",258.5
"PLI2",2005,"25-09","08-10",268,281,12.9,629,6.70088,51.650631,"1",274.5
"PLI2",2005,"09-10","23-10",282,296,19.9,630,6.70088,51.650631,"1",289
"PLI1",2014,"15-03","11-04",74,101,8.4,631,6.69861,51.650948,"1",87.5
"PLI1",2014,"12-04","27-04",102,117,10.8,632,6.69861,51.650948,"1",109.5
"PLI1",2014,"28-04","12-05",118,132,5.7,633,6.69861,51.650948,"1",125
"PLI1",2014,"13-05","01-06",133,152,19.7,634,6.69861,51.650948,"1",142.5
"PLI1",2014,"02-06","10-06",153,161,11,635,6.69861,51.650948,"1",157
"PLI1",2014,"11-06","28-06",162,179,16,636,6.69861,51.650948,"1",170.5
